name,team,age,nameascii,playerid,mlbamid,year,w_pitch,l_pitch,era_pitch,g_pitch,gs_pitch,cg_pitch,sho_pitch,sv_pitch,ip_pitch,tbf_pitch,h_pitch,r_pitch,er_pitch,hr_pitch,bb_pitch,hbp_pitch,wp_pitch,bk_pitch,so_pitch,k/9_pitch,bb/9_pitch,k/bb_pitch,hr/9_pitch,k%_pitch,bb%_pitch,k-bb%_pitch,avg_pitch,whip_pitch,babip_pitch,lob%_pitch,fip_pitch,e-f_pitch,g_bat,ab_bat,pa_bat,h_bat,1b_bat,2b_bat,3b_bat,hr_bat,r_bat,rbi_bat,bb_bat,so_bat,hbp_bat,sf_bat,sh_bat,gdp_bat,sb_bat,cs_bat,avg_bat,bb%_bat,k%_bat,bb/k_bat,obp_bat,slg_bat,ops_bat,iso_bat,spd_bat,babip_bat,wsb_bat,wrc_bat,wraa_bat,woba_bat,wrc+_bat,role,Acronym,Full Team Name,Round,Pick,Drafted By,Drafted From,Drafted?,Full Name_team,id_team,division_team,team_old,team_new,team_teamstats,league_team,W_team,L_team,T_team,G_team,WPCT_team,PE_team,Difference_team,BB (Batting)_team,AB_team,H_team,BA_team,DP_team,DPPG_team,2B_team,2BPG_team,IP_team,R (Pitching)_team,ER_team,ERA_team,PO_team,A_team,E_team,FPCT_team,HB_team,HBP_team,HA_team,HAPG_team,HR_team,HRPG_team,SF_team,SH_team,OBP_team,SB_team,SBPG_team,CS_team,R (Batting)_team,RPG_team,SHO_team,TB_team,SLG_team,SO_team,BB (Pitching)_team,K/BB_team,K/9_team,TP_team,3B_team,3BPG_team,WHIP_team,BBPG (Pitching)_team
a.j. mendolia,CARK,22.0,A.J. Mendolia,sa3037857,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,215.0,268.0,61.0,42.0,13.0,0.0,6.0,46.0,40.0,30.0,39.0,17.0,5.0,1.0,4.0,5.0,1.0,0.28372093,0.111940298,0.145522388,0.769230769,0.404494382,0.427906976,0.832401358,0.144186046,4.820497293989175,0.314285714,0.074012978002429,47.461324056025695,4.01350762450333,0.3941067220566424,109.23753586288731,Batter,CARK,"university of california, riverside",,,,,False,"University of California, Riverside",906.0,1.0,UC Riverside,"University of California, Riverside",UC Riverside,Big West,16.0,36.0,0.0,52.0,0.308,0.301,0.007,186.0,1804.0,492.0,0.273,41.0,0.79,113.0,2.17,454.0,455.0,385.0,7.63,1362.0,453.0,67.0,0.964,82.0,57.0,612.0,12.13,22.0,0.42,15.0,28.0,0.356,38.0,0.73,14.0,287.0,5.5,2.0,693.0,0.384,352.0,243.0,1.45,7.0,,11.0,0.21,1.88,4.82
a.j. taylor,UIC,20.0,A.J. Taylor,sa3043544,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,163.0,188.0,42.0,31.0,7.0,1.0,3.0,33.0,23.0,10.0,15.0,8.0,3.0,4.0,0.0,10.0,2.0,0.257668711,0.053191489,0.079787234,0.666666666,0.326086956,0.368098159,0.694185115,0.110429448,7.286071243810232,0.263513513,0.5712234121747315,19.900712899468655,-12.448376425005678,0.3191636130213737,61.51861865370157,Batter,UIC,university of illinois at chicago,,,,,False,University of Illinois at Chicago,915.0,1.0,UIC,University of Illinois at Chicago,UIC,MVC,35.0,20.0,0.0,55.0,0.636,0.54,0.096,282.0,1866.0,541.0,0.29,37.0,0.67,110.0,2.0,475.0,363.0,342.0,6.48,1425.0,522.0,42.0,0.979,70.0,57.0,552.0,10.46,66.0,1.2,25.0,29.0,0.395,60.0,1.09,18.0,396.0,7.2,2.0,885.0,0.474,387.0,214.0,1.81,7.3,,18.0,0.33,1.61,4.05
a.j. taylor,UIC,21.0,A.J. Taylor,sa3043544,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,166.0,189.0,42.0,26.0,7.0,1.0,8.0,35.0,28.0,16.0,17.0,2.0,3.0,2.0,2.0,3.0,2.0,0.253012048,0.084656084,0.089947089,0.94117647,0.320855614,0.451807228,0.772662842,0.19879518,5.4699420923136906,0.236111111,-0.8045039884746075,22.510557079529367,-10.074701300049222,0.3375190031082234,69.08202726922949,Batter,UIC,university of illinois at chicago,,,,,False,University of Illinois at Chicago,915.0,1.0,UIC,University of Illinois at Chicago,UIC,MVC,22.0,33.0,0.0,55.0,0.4,0.457,-0.057,265.0,1859.0,519.0,0.279,31.0,0.56,96.0,1.75,461.2,381.0,343.0,6.69,1385.0,498.0,53.0,0.973,77.0,68.0,503.0,9.81,54.0,0.98,25.0,25.0,0.384,79.0,1.44,25.0,347.0,6.3,2.0,805.0,0.433,306.0,239.0,1.28,6.0,1.0,14.0,0.25,1.61,4.66
a.j. wilson,CLT,23.0,A.J. Wilson,sa3025461,687954.0,2024,5.0,3.0,4.853932688293729,27.0,0.0,0.0,0.0,0.0,59.1,260.0,48.0,35.0,32.0,4.0,23.0,12.0,6.0,0.0,86.0,13.044944099789396,3.4887641197111177,3.73913043,0.6067415860367161,0.33076923,0.08846154,0.24230769,0.21333333,1.1966292391279678,0.32592593,0.62015504,3.620979076496746,1.232953611796983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,CLT,university of north carolina at charlotte,,,,,False,University of North Carolina at Charlotte,166.0,1.0,Charlotte,University of North Carolina at Charlotte,Charlotte,The American,24.0,34.0,0.0,58.0,0.414,0.43,-0.016,263.0,1906.0,493.0,0.259,30.0,0.52,89.0,1.53,492.2,405.0,352.0,6.43,1478.0,464.0,60.0,0.97,89.0,53.0,519.0,9.48,65.0,1.12,21.0,11.0,0.361,46.0,0.79,15.0,347.0,6.0,,805.0,0.422,572.0,280.0,2.04,10.4,,14.0,0.24,1.62,5.12
aaron anderson,LIB,23.0,Aaron Anderson,sa3026019,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,224.0,265.0,84.0,52.0,25.0,3.0,4.0,43.0,42.0,33.0,38.0,5.0,3.0,0.0,6.0,0.0,0.0,0.375,0.124528301,0.143396226,0.868421052,0.460377358,0.566964285,1.027341643,0.191964285,3.67493678375,0.432432432,-0.1013791398145258,64.40296638587301,27.48541299084013,0.4719103729949807,174.45079769164278,Batter,LIB,liberty university,,,,,False,Liberty University,452.0,1.0,Liberty,Liberty University,Liberty,ASUN,41.0,16.0,0.0,57.0,0.719,0.719,0.0,246.0,1923.0,534.0,0.278,43.0,0.75,124.0,2.18,501.0,217.0,199.0,3.57,1503.0,505.0,32.0,0.984,56.0,63.0,423.0,7.6,54.0,0.95,27.0,33.0,0.373,47.0,0.82,8.0,363.0,6.4,6.0,858.0,0.446,487.0,187.0,2.6,8.7,,19.0,0.33,1.22,
aaron anderson,LIB,24.0,Aaron Anderson,sa3026019,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,242.0,293.0,75.0,50.0,17.0,0.0,8.0,45.0,44.0,37.0,40.0,12.0,2.0,0.0,5.0,0.0,0.0,0.309917355,0.126279863,0.136518771,0.925,0.423208191,0.479338842,0.902547033,0.169421487,1.7414148275,0.341836734,-0.2932452347595244,58.814924082050624,14.49883859444648,0.4221013821025757,132.7168756782501,Batter,LIB,liberty university,,,,,False,Liberty University,452.0,1.0,Liberty,Liberty University,Liberty,ASUN,37.0,23.0,0.0,60.0,0.617,0.647,-0.03,290.0,2067.0,557.0,0.269,39.0,0.65,112.0,1.87,535.0,302.0,255.0,4.29,1605.0,551.0,59.0,0.973,62.0,83.0,535.0,9.0,75.0,1.25,22.0,31.0,0.378,39.0,0.65,7.0,421.0,7.0,2.0,904.0,0.437,620.0,222.0,2.79,10.4,,5.0,0.08,1.41,3.73
aaron barkley,LR,,Aaron Barkley,sa3026578,,2021,6.0,5.0,2.3867403817938784,25.0,0.0,0.0,0.0,7.0,60.1,245.0,48.0,22.0,16.0,4.0,12.0,7.0,3.0,0.0,54.0,8.05524878855434,1.790055286345409,4.5,0.5966850954484696,0.22040816,0.04897959,0.17142857,0.21238938,0.9944751590807828,0.26190476,0.73289902,3.758744156907531,-1.3720037751136531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,LR,little rock university,,,,,False,Little Rock University,460.0,1.0,Little Rock,Little Rock University,Little Rock,Sun Belt,21.0,30.0,0.0,51.0,0.412,0.4,0.012,159.0,1718.0,438.0,0.255,43.0,0.84,88.0,1.73,439.1,288.0,234.0,4.79,1318.0,433.0,60.0,0.967,57.0,40.0,429.0,8.79,32.0,0.63,8.0,16.0,0.331,39.0,0.76,20.0,231.0,4.5,2.0,640.0,0.373,431.0,210.0,2.05,8.8,,9.0,0.18,1.45,
aaron barokas,BUT,22.0,Aaron Barokas,sa3026615,,2022,2.0,4.0,8.307692086074614,17.0,9.0,0.0,0.0,0.0,47.2,225.0,50.0,45.0,44.0,5.0,23.0,12.0,4.0,0.0,58.0,10.951048658916536,4.342657226811729,2.52173913,0.9440559188721152,0.25777778,0.10222222,0.15555556,0.26315789,1.5314684906147646,0.35433071,0.51282051,5.315337615036675,2.992354471037938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,BUT,butler university,,,,,False,Butler University,112.0,1.0,Butler,Butler University,Butler,Big East,20.0,35.0,1.0,56.0,0.357,0.297,0.06,204.0,1889.0,471.0,0.249,25.0,0.45,86.0,1.54,482.0,458.0,406.0,7.58,1446.0,500.0,68.0,0.966,79.0,73.0,599.0,11.18,40.0,0.71,15.0,25.0,0.343,69.0,1.23,23.0,286.0,5.1,2.0,691.0,0.366,438.0,251.0,1.75,8.2,,7.0,0.13,1.76,4.69
aaron beck,INST,,Aaron Beck,sa3026830,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,135.0,148.0,43.0,29.0,10.0,1.0,3.0,16.0,24.0,10.0,25.0,1.0,1.0,1.0,3.0,1.0,0.0,0.318518518,0.067567567,0.168918918,0.4,0.367346938,0.474074074,0.841421012,0.155555556,4.012595304689176,0.37037037,0.1679565296508371,24.013339503957628,1.6997222744959597,0.3815897699116038,107.6174214920732,Batter,INST,indiana state university,,,,,False,Indiana State University,387.0,1.0,Indiana,Indiana State University,Indiana,Big Ten,26.0,18.0,0.0,44.0,0.591,0.588,0.003,166.0,1472.0,377.0,0.256,21.0,0.48,81.0,1.84,383.1,166.0,135.0,3.17,1150.0,374.0,47.0,0.97,31.0,51.0,284.0,6.67,40.0,0.91,14.0,16.0,0.349,31.0,0.7,6.0,242.0,5.5,4.0,596.0,0.405,462.0,180.0,2.57,10.8,,9.0,0.2,1.21,
aaron biediger,NICH,22.0,Aaron Biediger,sa3027140,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,151.0,183.0,37.0,28.0,6.0,1.0,2.0,25.0,25.0,16.0,43.0,11.0,2.0,3.0,1.0,3.0,2.0,0.245033112,0.087431693,0.234972677,0.372093023,0.355555555,0.337748344,0.693303899,0.092715232,5.391073642112842,0.324074074,-0.7120641476940364,22.694991768386803,-7.251800402018584,0.3429994874530368,75.78438331306448,Batter,NICH,nicholls state university,,,,,False,Nicholls State University,600.0,1.0,Nicholls,Nicholls State University,Nicholls,Southland,17.0,32.0,0.0,49.0,0.347,0.347,0.0,175.0,1613.0,412.0,0.255,33.0,0.67,66.0,1.35,409.0,335.0,285.0,6.27,1227.0,402.0,66.0,0.961,67.0,65.0,418.0,9.2,15.0,0.31,17.0,19.0,0.349,50.0,1.02,14.0,237.0,4.8,2.0,533.0,0.33,382.0,283.0,1.35,8.4,,5.0,0.1,1.71,6.23
aaron boster,NKU,,Aaron Boster,sa3027429,,2025,4.0,2.0,5.538461538461538,15.0,15.0,0.0,0.0,0.0,65.0,303.0,61.0,50.0,40.0,7.0,47.0,10.0,11.0,0.0,60.0,8.307692307692308,6.507692307692308,1.27659574,0.9692307692307692,0.1980198,0.15511551,0.04290429,0.24796748,1.6615384615384616,0.30167598,0.6284658,7.15655227807852,-1.6180907396169817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,NKU,northern kentucky university,,,,,False,Northern Kentucky University,620.0,1.0,Northern Ky.,Northern Kentucky University,Northern Ky.,Horizon,31.0,25.0,0.0,56.0,0.554,0.506,0.048,317.0,1886.0,532.0,0.282,39.0,0.7,97.0,1.73,482.1,431.0,368.0,6.87,1445.0,456.0,71.0,0.964,94.0,102.0,527.0,9.83,73.0,1.3,24.0,35.0,0.408,121.0,2.16,19.0,437.0,7.8,,878.0,0.466,476.0,299.0,1.59,8.9,,15.0,0.27,1.71,5.58
aaron brazelton,MVSU,,Aaron Brazelton,sa3027624,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,50.0,60.0,13.0,8.0,4.0,0.0,1.0,3.0,4.0,7.0,15.0,1.0,1.0,1.0,0.0,5.0,3.0,0.26,0.116666666,0.25,0.466666666,0.355932203,0.4,0.755932203,0.14,3.5788717427442527,0.342857142,-1.2415978517383337,9.011574820966668,-0.0905926661778031,0.363285295033859,99.00471325861942,Batter,MVSU,mississippi valley state university,,,,,False,Mississippi Valley State University,545.0,1.0,Mississippi Val.,Mississippi Valley State University,Mississippi Val.,SWAC,0.0,20.0,0.0,20.0,0.0,0.045,-0.045,56.0,600.0,113.0,0.188,9.0,0.45,25.0,1.25,155.2,264.0,203.0,11.74,467.0,172.0,49.0,0.929,31.0,14.0,258.0,14.92,4.0,0.2,4.0,6.0,0.272,29.0,1.45,13.0,50.0,2.5,,154.0,0.257,100.0,151.0,0.66,5.8,,2.0,0.1,2.63,
aaron brown,MTSU,22.0,Aaron Brown,sa3017500,676345.0,2021,7.0,5.0,3.9922180173471062,14.0,14.0,3.0,0.0,0.0,85.2,348.0,67.0,38.0,38.0,13.0,15.0,7.0,4.0,0.0,113.0,11.871595683163765,1.5758755331633314,7.53333333,1.3657587954082206,0.32471264,0.04310345,0.2816092,0.20552147,0.957198471995505,0.27,0.72033898,4.218935379223015,-0.2267173618759086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,MTSU,middle tennessee state university,9.0,268.0,Houston Astros,middle tennessee state university,True,Middle Tennessee State University,527.0,1.0,Middle Tenn.,Middle Tennessee State University,Middle Tenn.,CUSA,24.0,29.0,1.0,54.0,0.444,0.483,-0.039,160.0,1634.0,397.0,0.243,42.0,0.78,86.0,1.59,442.2,247.0,206.0,4.19,1328.0,469.0,57.0,0.969,57.0,41.0,420.0,8.54,34.0,0.63,22.0,29.0,0.322,107.0,1.98,40.0,238.0,4.4,5.0,597.0,0.365,431.0,119.0,3.62,8.8,,6.0,0.11,1.22,
aaron casillas,CP,22.0,Aaron Casillas,sa3028586,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,231.0,251.0,76.0,61.0,15.0,0.0,0.0,24.0,40.0,14.0,27.0,2.0,2.0,2.0,7.0,1.0,1.0,0.329004329,0.055776892,0.107569721,0.518518518,0.369477911,0.393939393,0.763417304,0.064935064,1.9126701795558003,0.368932038,-0.2656186323147267,35.866350513006594,-1.8548492676959965,0.3614923925284879,95.08274053190402,Batter,CP,california polytechnic state university,,,,,False,California Polytechnic State University,123.0,1.0,Cal Poly,California Polytechnic State University,Cal Poly,Big West,21.0,35.0,0.0,56.0,0.375,0.445,-0.07,203.0,1957.0,542.0,0.277,30.0,0.54,103.0,1.84,495.2,359.0,328.0,5.96,1487.0,537.0,53.0,0.974,52.0,61.0,570.0,10.35,40.0,0.71,21.0,22.0,0.36,34.0,0.61,19.0,318.0,5.7,,783.0,0.4,463.0,205.0,2.26,8.4,1.0,9.0,0.16,1.56,3.72
